long/lat,C/E'd,Uploaded on map,Multiple offices?,The?,Organization Name (English),Organization Name (Chinese),Professional Supervisory Unit (English),Professional Supervisory Unit (Chinese),Organization Origin,Field of Work,Field of Work (Chinese),Registration Location,Date of Registration,Permitted Area(s) of Operation,Website (English),Website (Chinese),Address,Month,Aging,Agriculture,Animal Protection,Arts and Culture,Civil Soc'y Cap'y building,Disabilities,Disaster Relief,Econ. Development,Education,Energy,Environment,Ethnic Affairs,Gender Issues,Health,Human Rights,Infrastructure,Int'l Relations/Exchange,Labor,Law and Governance,LGBTQ Issues,Media,Migrants,Poverty Alleviation,Religion,Rural Issues/Devt,Sport,Technology,Tourism,Trade,Urban Issues/Devt,Youth,ALL OF CHINA,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Xinjiang Bingtuan,Yunnan,Zhejiang,Unknown,Sum sectors,Sum provinces,actarea_ch,Date of Change,Type of change,US Location
"120.40032, 36.064082",x,x,,,Busan Economic Promotion Agency,韩国釜山经济振兴院,Shandong Department of Commerce,山东省商务厅,South Korea,Trade,促进釜山与山东省间经济活动交流、支援釜山企业对中国的通商活动、支持中国企业对釜山地区的通商活动。,Shandong,2017-06-01,Shandong,http://www.bepa.kr/english/,http://www.bepa.kr/china/,山东省青岛市市南区燕儿岛路10号青岛农业科技大厦2506房间,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,山东省,,,
"112.985859, 28.174873",x,x,,,Butterfly Children’s Hospices,蝴蝶慈善基金会有限公司,Hunan Department of Civil Affairs,湖南省民政厅,Hong Kong,"Health, Youth",本基金会为香港注册慈善组织，主要目的是筹募经费在成立蝴蝶之家儿童护养院，推广儿童临终或者重病的专业护理工作。,Hunan,2018-09-10,Hunan,http://butterflyhospice.org/,,湖南省长沙市雨花区芙蓉中路三段335号长沙市第一社会福利院幸福楼二楼,21,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,湖南省,,,
"116.437781, 39.911476",x,x,,,C40 Cities,C40城市气候领导联盟,Beijing Development and Reform Commission,北京市发展和改革委员会,United States,"Energy, Environment, Urban Issues/Development",城市应对气候变化和温室气体减排，实现低碳发展方面的经验交流与项目合作。,Beijing,2017-11-30,China,http://www.c40.org/,http://www.c40.org/china,北京市朝阳区 秀水街一号建外外交公寓12号楼10层101室,11,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,中国境内,,,"New York, NY"
"116.437499, 39.911047",x,x,,,Campaign for Tobacco-Free Kids,无烟草青少年行动基金,Beijing Health Commission (formerly Beijing Health and Family Planning Commission),北京市卫生和计划生育委员会,United States,"Health, Law and Governance, Youth",为政府部门、学术机构、社会组织等相关机构在烟草、肥胖等慢病危险因素预防和健康促进等公共卫生领域的项目活动提供资金和技术支持，特别是推进北京控烟工作以促进世界卫生组织《烟草控制框架公约》的落实，保护和促进公众健康。,Beijing,2018-02-05,China,https://www.tobaccofreekids.org/,https://www.tobaccofreekids.org/zh/,北京市朝阳区秀水街一号建国门外外交公寓11-143,14,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,中国境内,,,DC
"121.443579, 31.219768",x,x,,,Canada Beef International Institute (Canada Beef),加拿大牛肉国际协会,Shanghai Commission of Commerce,上海市商务委员会,Canada,Trade,业务联络、产品介绍、交流和市场调研等活动,Shanghai,2017-12-14,China,https://canadabeef.ca/,,上海市静安区 延安西路129号华侨大厦2103室,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"116.490191, 39.805666",x,x,1,,Canada China Agriculture Friendship Society (Beijing),加拿大中国农业友好协会,Beijing Commission of Commerce,北京市商务委员会,Canada,"International Relations/Exchange, Technology, Trade",加拿大与中国民间友好往来和经贸投资业务联络、产品介绍、市场调研、政策咨询、人才培训、技术交流。,Beijing,2017-11-30,"Anhui, Beijing, Chongqing, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hubei, Hunan, Jiangsu, Jiangxi, Ningxia, Qinghai, Shanghai, Sichuan, Tianjin, Yunnan, Zhejiang",https://ccafs.ca/,,北京市大兴区 北京市经济技术开发区文化园西路8号院6号楼23层2701,11,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,1,1,1,1,1,1,1,1,1,,,,1,1,,1,1,,,1,1,,,1,,1,1,,,,1,1,,3,20,"北京市,天津市,上海市,江苏省,浙江省,安徽省,福建省,江西省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,甘肃省,青海省,宁夏回族自治区",,,
"121.659137, 38.925107",x,x,1,,Canada China Agriculture Friendship Society (Liaoning),加拿大中国农业友好协会,Liaoning Department of Commerce,辽宁省商务厅,Canada,"Agriculture, International Relations/Exchange, Trade",加拿大与中国民间友好往来和经贸投资业务联络、产品介绍、市场调研、政策咨询、人才培训、技术交流。,Liaoning,2017-09-26,"Hebei, Heilongjiang, Henan, Inner Mongolia, Jilin, Liaoning, Shaanxi, Shandong, Shanxi, Tibet, Xinjiang",https://ccafs.ca/,,辽宁省大连市中山区五五路1G号25层13号,9,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,1,,,1,1,,,1,1,,1,,,1,1,,,,,3,11,"河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,山东省,河南省,西藏自治区,陕西省,新疆维吾尔自治区",,,
"116.45527, 39.914493",x,x,1,,Canada China Business Council (Beijing),加拿大加中贸易理事会,Beijing Commission of Commerce,北京市商务委员会,Canada,Trade,为加拿大和中国的经济交流、贸易投资和商务活动提供支持和联络工作。为会员及合作单位提供商务咨询和商业信息；组织专题讲座、研讨会及会员间的联谊活动；协调企业与政府间的会晤；接待商务代表团；组织会员参加招商引资和经贸考察等商务活动；提供商务孵化服务。,Beijing,2017-08-15,"Beijing, Chongqing, Gansu, Hebei, Heilongjiang, Henan, Hubei, Hunan, Inner Mongolia, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Tianjin, Xinjiang",https://www.ccbc.com/,https://www.ccbc.com/zh-hant/,北京市朝阳区 光华路7号汉威大厦11A16室,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,1,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,,1,,,,,1,19,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,山东省,河南省,湖北省,湖南省,重庆市,四川省,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区",,,
"121.399848, 31.201611",x,x,1,,Canada China Business Council (Shanghai),加拿大加中贸易理事会,Shanghai Commission of Commerce,上海市商务委员会,Canada,Trade,从事有关在华贸易和投资方面的信息交流、市场调研、为促进两地间经贸往来进行业务联络,Shanghai,2017-01-17,"Anhui, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Jiangsu, Jiangxi, Shanghai, Yunnan, Zhejiang",http://www.ccbc.com/,http://www.ccbc.com/zh-hant/home/,上海市延安西路2299号世贸商城10A43室,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,1,1,1,,,,,,,1,1,,,,,,,1,,,,,,,1,1,,1,11,上海、江苏、浙江、安徽、福建、江西、广东、广西、海南、贵州、云南,,,
"121.445139, 31.221983",x,x,,,Canada Pork International,加拿大猪肉国际协会,Shanghai Commission of Commerce,上海市商务委员会,Canada,Trade,从事有关加拿大猪肉产品介绍、市场调研、技术交流，为促进两地间经贸往来进行业务联络。,Shanghai,2017-12-29,China,http://www.canadapork.com/en/,,上海市静安区 南京西路1717号会德丰广场42楼63室,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.594021, 31.240959",x,x,,,Canada Wood,加拿大木业协会,Shanghai Commission of Commerce,上海市商务委员会,Canada,Trade,从事加拿大林木产品及其应用的宣传推广、市场调研、项目咨询及技术交流工作，为促进两地间经贸往来进行业务联络。,Shanghai,2018-11-09,China,http://canadawood.org/,http://canadawood.cn/,上海市浦东新区红枫路425号,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"113.253446, 23.119602",x,x,,,Canada-China Children’s Health Foundation,加中儿童健康基金会,Guangdong Health Commission (formerly Guangdong Health and Family Planning Commission),广东省卫生和计划生育委员会,Canada,"Health, International Relations/Exchange, Rural Issues/Development, Youth",业务范围：加中医学交流；农村儿童保健项目；儿童口腔保健项目；加拿大国际发展署(CIDA)援助中国的项目；“爱幼中心工程”计划。 宗旨(简略)：(与原组织宗旨一样) 促进加中两国儿童保健事业的发展等。,Guangdong,2017-08-01,"Anhui, Beijing, Chongqing, Fujian, Gansu, Guangdong, Guizhou, Hebei, Heilongjiang, Henan, Hubei, Hunan, Inner Mongolia, Jiangsu, Jiangxi, Ningxia, Qinghai, Shaanxi, Shandong, Sichuan, Tianjin, Xinjiang, Yunnan, Zhejiang",,,广东省广州市荔湾区 广州市人民中路318号儿童医院内11号楼3-4层,8,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,1,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,,,1,1,,1,,1,1,,4,24,北京市、天津市、重庆市、安徽省、福建省、贵州省、甘肃省、广东省、湖南省、湖北省、河南省、河北省、黑龙江省、江西省、江苏省、宁夏回族自治区、内蒙古自治区、青海省、山东省、陕西省、新疆维吾尔自治区、云南省、四川省、浙江省,,,
"102.846804, 28.011743",x,x,1,,Casa Ricci Social Services (Sichuan),利玛窦社会服务基金会,Sichuan Health Commission (formerly Sichuan Health and Family Planning Commission),四川省卫生和计划生育委员会,Macau,"Health, Poverty Alleviation",疾病防控和健康扶贫合作,Sichuan,2018-07-24,Sichuan,http://www.casaricci.org/en/about/index.html,http://www.casaricci.org/zh/about/index.html,四川省凉山彝族自治州昭觉县 新城镇新街1号（皮防站家属院）,19,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,四川省,,,
"102.654969, 25.049108",x,x,1,,Casa Ricci Social Services (Yunnan),利玛窦社会服务基金会,Yunnan Health Commission (formerly Yunnan Health and Family Planning Commission),云南省卫生和计划生育委员会,Macau,"Health, Youth",为受麻风影响人群、受艾滋影响人群提供服务所需的各项支持,Yunnan,2017-04-10,Yunnan,http://www.casaricci.org/en/about/index.html,http://www.casaricci.org/zh/about/index.html,云南省昆明市五华区昌源中路19号启鸿假日城市15栋2单元203室,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,云南省,,,
"116.477493, 39.9962",x,x,,,Caterpillar Foundation,卡特彼勒基金会,Chinese People’s Association for Friendship with Foreign Countries,中国人民对外友好协会,United States,"Disaster Relief, Education, Environment, Poverty Alleviation",在扶贫救灾领域，为人类基本需求（水、食品、住房、能源和救灾）、教育扶贫和生态扶贫等方面的公益项目，提供慈善捐赠。,Beijing,2017-06-30,China,http://www.caterpillar.com/en/company/caterpillar-foundation.html,http://www.caterpillar.com/zh/company/caterpillar-foundation.html,北京市朝阳区望京街8号卡特彼勒大厦21层2105室,6,,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,中国境内,,,
"116.439500, 39.924738",x,x,,The,CBI,英国工商业联合会,Beijing Commission of Commerce,北京市商务委员会,United Kingdom,Trade,有关中英贸易及投资、服务企业会员方面的市场调研报告、信息搜集和相关的业务联络。,Beijing,2018-07-09,Beijing,http://www.cbi.org.uk/,,北京市朝阳区 朝阳门外大街16号中国人寿大厦1006B,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,北京市,,,
"102.734758, 25.097233",x,x,,,CEDAR Fund,国际施达有限公司,Yunnan Health Commission (formerly Yunnan Health and Family Planning Commission),云南省卫生和计划生育委员会,Hong Kong,"Disaster Relief, Health",与公益性事业单位和社会组织开展艾滋病防治、卫生、社区发展和救灾项目合作,Yunnan,2017-04-10,Yunnan,https://cedarfundeng.wordpress.com/,https://cedarfund.org/,云南省昆明市五华区江东小康城7栋2单元502室,4,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,云南省,,,
"113.002055, 23.732941",x,x,,,Center for Cross Cultural Service Limited,文化交流服务中心有限公司,Guangdong Department of Education,广东省教育厅,Hong Kong,"Arts and Culture, Civil Society Capacity-Building, Education, International Relations/Exchange",开展跨文化人文培训、交流及宣传教育等教育服务；进行教师培训、学生培育、家长教育等人才建设服务；在地区和学校开展校外教育和创新教育活动；承接、举办学习交流活动，拓展人才国际视野；与其他服务单位合作，开展社工督导与培训；开展心理辅导工作。,Guangdong,2019-06-14,Guangxi,N/A,N/A,广东省清远市清新区太和镇清新大道8号帝景花园C幢首层101#,30,,,,1,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,广东省,,,
"111.693567, 34.396126",x,x,,The,CEO Foundation,主流梦工场基金,Henan Department of Education,河南省教育厅,Hong Kong,"Education, Health, Poverty Alleviation, Youth",助推全纳教育，帮扶贫困学生，培育栋梁人才，建立特教康复体系。,Henan,2018-09-04,Henan,https://www.ceo-foundation.org/v2/home-en/,https://www.ceo-foundation.org/v2/home-zh/,河南省洛阳市洛宁县城郊乡洛宁县儿童福利院四楼,21,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,1,河南省,,,
"106.511024, 29.510259",x,x,,,Charity Aid Service Company,澳大利亚慈善救助服务公司,Chongqing Bureau of Civil Affairs,重庆市民政局,Australia,"Civil Society Capacity-Building, Disabilities, Health, Youth",从事隶属外国（地区）企业有关的非营利性业务活动，已经和重庆市当地政府开办的福利机构合作，为残疾的孤儿提供医疗，寄养服务，培训志愿者去帮助有特殊需要的孤残儿童，为有特殊需要的儿童提供帮助。我们期待看到怜悯的爱心在重庆人民的心里被广泛激发起来，我们相信这是和谐社会不可或缺的重要因素之一,Chongqing,2017-04-24,"Chongqing, Yunnan",,,重庆市九龙坡区兴胜路55号盛世华城3栋10-1,4,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,2,"重庆市,云南省",,,
"114.269676, 30.595263",x,x,,,Cheongju Chamber of Commerce and Industry,韩国清州商工会议所,Hubei Department of Commerce,湖北省商务厅,South Korea,Trade,从事与隶属外国（地区）企业相关的非营利性业务联络与咨询活动。,Hubei,2017-05-16,Hubei,,,湖北省武汉市江汉区 建设大道568号新世界国贸大厦I座11层1115,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,湖北省,,,
"113.640604, 34.801871",x,x,,,Chi Heng Foundation,智行基金会,Henan People’s Association for Friendship with Foreign Countries,河南省人民对外友好协会,Hong Kong,"Economic Development, Education, Health, Labor, Poverty Alleviation, Youth",为贫困的青少年儿童提供学费、生活费，为其提供各种陪伴及心理关怀服务；开展贫困家庭的物资救助以及协助其开展再创业就业、社区互助等活动。,Henan,2017-12-21,"Anhui, Beijing, Guangdong, Guangxi, Henan, Shaanxi, Shandong, Shanghai, Shanxi, Yunnan",http://www.chihengfoundation.com/index_en.html,http://www.chihengfoundation.com/index_sc.html,河南省郑州市金水区 天明路82号开祥御龙城1期1号楼东单元10楼1004室,12,,,,,,,,1,1,,,,,1,,,,1,,,,,1,,,,,,,,1,,1,1,,,,1,1,,,,,1,,,,,,,,,,1,1,1,1,,,,,,1,,,6,10,"北京市,山西省,上海市,安徽省,山东省,河南省,广东省,广西壮族自治区,云南省,陕西省",,,
"116.458854, 39.919012",x,x,,,Chi Wah Foundation,智华基金,Ministry of Education,中华人民共和国教育部,Hong Kong,Education,以教育领域为主的慈善捐助,Beijing,2017-09-22,China,http://www.hkcwf.org/,http://www.hkcwf.org/,北京市朝阳区 东三环中路一号环球金融中心办公楼西楼5层05号单元,9,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"105.654254, 34.392481",x,x,,,Children of Madaifu,马大夫之家,Gansu Department of Education,甘肃省教育厅,France,"Education, Poverty Alleviation, Youth",事实孤儿和困境儿童的助学、教育设施和活动的资助	,Gansu,2017-06-14,Gansu,http://madaifu.info/wordpress/en/,http://madaifu.info/wordpress/zh/,甘肃省天水市秦州区廖家磨鸿新源新居小区会所三楼的302室,6,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,甘肃省,,,
"119.386989, 25.930679",x,x,,,Children’s Education Foundation,台湾财团法人幼儿教育基金会,Fujian Department of Education,福建省教育厅,Taiwan,"Education, International Relations/Exchange, Youth",1.办理有关幼儿教育会议论坛及活动；2.办理幼儿园教师之培训与进修事项；3.兴办幼儿园及托婴中心；4.办理国际及两岸幼儿教育交流事项；5.其他相关公益性幼儿教育事项；,Fujian,2019-01-15,China,,http://www.confucius.com.tw/foundation/,福建省福州市闽侯县 祥谦镇合金路8号(2楼),25,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,中国境内,,,
"116.458204, 39.909783",x,x,,,Children’s Investment Fund Foundation (CIFF),儿童投资基金会,Ministry of Ecology and Environment (formerly Ministry of Environmental Protection),生态环境部,United Kingdom,"Education, Energy, Environment",在中长期应对气候变化战略研究、国际气候治理、一带一路绿色发展、碳交易体系建设、绿色低碳金融、城市低碳可持续发展、能源和产业及经济的清洁低碳转型、非二氧化碳温室气体排放控制、空气质量改善、加强环境治理、低碳农业和土地利用、绿色供应链、公众低碳宣传和教育等领域支持中国应对气候变化和可持续发展工作，为中国和全球生态文明建设贡献力量。,Beijing,2019-03-29,China,https://ciff.org/,N/A,北京市朝阳区 建国门外大街1号100004,27,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,中国境内,,,
"103.751126, 29.593432",x,x,,,Children’s Medical Foundation,儿童医健基金会有限公司,Sichuan Health Commission (formerly Sichuan Health and Family Planning Commission),四川省卫生和计划生育委员会,Hong Kong,"Health, Poverty Alleviation, Youth",业务范围：改善中国大陆新生儿卫生医疗状况是基金会的重点项目，包括：	·香港进行筹资活动 ·大陆新生儿重症监护室建设项目 ·大陆新生儿窒息复苏培训 ·大陆新生儿转诊体系建设 ·大陆新生儿贫困救助 ·全国新生儿重症监护网络会议,Sichuan,2018-11-01,Sichuan,http://www.cmf.org.hk/,http://www.cmf.org.hk/,四川省乐山市市中区青江路中段618号31栋1单元201,23,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,四川省,,,
